student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S8788,17.0,Female,4.4702512366959875,0.453931488904011,3.018312553889878,No,100.0,5.503151737713147,Fair,2.8821494930578,High School,Good,7.9217651952385415,No,92.18416363504316,4.1579192202810615,3.6,0,1,0,4.2527023169199625,6.447692716452738
S8789,20.130152349335813,Other,4.541356567454174,2.2215523802429287,2.596147092678139,No,69.32126803013283,5.763956155244309,Poor,5.859097359080648,Bachelor,Good,2.2907391987906593,No,78.48863575675283,3.3207082260662846,5.1,-1,1,0,4.246956736510832,6.599872683473342
S8790,22.013152782132465,Female,4.323485937228695,4.035120009239702,1.1287318443657708,Yes,88.8911876309691,4.312363243165242,Good,1.9324612247762867,High School,Average,1.9870721662187503,Yes,58.54040991056679,5.409052288343714,1.9,1,0,1,6.25646775907591,3.8666756837284866
S8791,20.908430799525174,Female,1.692863610794171,1.527769515513382,1.7356190313964894,No,60.92325911040696,6.741140717187728,Fair,5.170472911795219,Bachelor,Good,8.048841039270522,Yes,68.91142470139734,3.593411904752812,5.3,0,1,0,2.8537806198035414,7.873446605789448
S8792,21.89324063228612,Female,3.0216344360967136,2.006542753551759,1.6712648749892272,No,98.46525356333849,5.396854130571351,Poor,0.8290955072103525,Bachelor,Good,2.9373583796597917,No,52.14096938024456,1.9907306435858605,2.3,-1,1,0,5.47414671294073,5.69501736737568
S8793,19.948044461842883,Other,4.738796430687886,2.1455548719008446,2.5457600144505226,No,68.62244698461927,5.606043644160141,Poor,6.0,Bachelor,Good,2.012873152052809,No,77.48483967333718,1.0,4.7,-1,1,0,4.303892924046012,6.308794092163058
S8794,17.00852420781874,Female,4.5670600256285105,1.1185787499655055,2.59215468701406,No,86.60304493935303,5.267507078109545,Good,0.04661864399236383,Bachelor,Good,6.053797555661939,Yes,76.39715143525272,3.3809952680155027,5.3,1,1,0,3.3962224797535145,6.679686064139832
S8795,24.0,Female,6.601983776561428,2.8240905448670026,2.771996957202669,No,83.85773631632664,7.901651341940009,Good,0.9247342207759799,,Good,8.257165943100196,No,99.31271336978863,3.3406162123332703,6.6,1,1,0,3.1156137952871323,8.445878685078583
S8796,22.845300941544274,Female,2.3965590536600643,0.967892025075563,2.204336339359361,Yes,79.66022113386019,3.4973995895092638,Good,5.065318449201734,Bachelor,Average,7.9876213719600875,No,59.30117175834039,4.204538822888162,3.1,1,0,1,4.417861917911441,5.601949153378992
S8797,21.96309045632169,Female,4.963280506113654,2.7775264898212058,0.0,Yes,92.37017571377359,6.073226006118031,Fair,3.064856997770664,High School,Poor,7.073560606907048,Yes,84.13255047917883,4.821535294916803,4.7,0,-1,1,5.39106191117218,5.6164727784449475
S8798,22.01665409421864,Male,5.252222423003913,4.0875715666147086,3.8463200989674755,No,95.0604116731544,5.972744825705986,Fair,0.0,,Good,5.949128526088979,No,74.77975585270411,6.403308146772059,1.9,0,1,0,6.418899544859269,4.104366762198668
S8799,18.788381231303873,Female,7.513993480437838,2.933280333478398,2.7932489675823318,No,99.12211373470625,4.81916963968128,Poor,0.0,High School,Good,3.0265095136904314,No,99.92948467486896,6.973039122090843,1.0,-1,1,0,7.272276647036492,2.492689603602734
S8800,17.0,Male,3.557242485478153,4.000423077193078,0.7003410977024614,Yes,87.63390829749898,7.379676365594005,Poor,0.9751363748684312,Master,Good,2.0486752101629166,No,62.35841173800362,4.251360278222822,2.5,-1,1,1,6.5310813730766535,5.356227331556847
S8801,18.921537479911198,Male,4.401058817184317,0.24455651364665396,1.4847313210817454,No,81.50613610630337,5.404657233574141,Good,0.9145343035454357,High School,Average,9.970882402846568,No,80.77714488048906,2.9941751188312886,3.6,1,0,0,3.818333377738322,6.860913553032693
S8802,23.908141058720343,Female,4.203587645645079,3.6464002431182756,1.8363067916999674,Yes,99.80226796408893,6.195029940417384,Fair,3.016749354136103,,Poor,5.033728169342727,No,79.22232052594612,7.053420679976205,3.6,0,-1,1,7.082450299393545,3.7249987568393723
S8803,18.02214500819051,Male,1.9510385794457559,0.23195883848131907,0.5527168846135473,No,67.97729933385114,8.188703511762393,Good,3.9488466742681845,Bachelor,Average,9.899021422884408,Yes,72.27174854023644,1.1736357297808033,6.9,1,0,0,2.0834558173451616,8.153429828776934
S8804,20.981470622242178,Female,4.336482654448842,0.9637468718046776,2.018262673952747,Yes,78.67841833520137,4.5417472333825915,Fair,0.016357781353670452,Bachelor,Average,8.07157439494487,No,71.57875709103733,10.0,1.0,0,0,1,9.09244345645524,1.0
S8805,23.93591722108263,Male,4.214951140350781,1.9618887067710595,2.710682776474113,Yes,78.54715078996755,8.104353677752048,Good,4.9382187060386,High School,Poor,3.0079198803631852,Yes,82.05393889791692,4.182943762935025,4.4,1,-1,1,5.473175358496723,6.487872874613235
S8806,20.049389016317548,Female,1.0589994462263292,4.346627501757953,4.108951921990058,No,90.76751541943382,6.055701550806604,Good,5.933436702393844,High School,Average,3.921352340299332,No,25.790188168343533,2.696661588977928,5.4,1,0,0,3.9885760959828285,7.576710034642583
S8807,18.198851395112925,Male,5.796752203310067,3.14760028754317,0.021958704393563618,Yes,87.00021465161801,5.691119927893854,Fair,1.9448336873398286,Master,Good,2.9832832945540693,Yes,81.54166432941075,6.371163490243416,1.0,0,1,1,6.596768831236789,3.5435696101504233
S8808,19.189178357713544,Other,1.7722911568438744,2.8899174611717884,1.5420390924452467,Yes,97.16162572072146,8.801679649010481,Good,1.1285145788788413,,Good,7.186151998273933,No,53.49399931094925,2.4367869583541895,6.5,1,1,1,3.9574405519000733,8.252720421192246
S8809,17.778102571268278,Female,4.797880641723032,0.0,2.0931969869771847,Yes,95.19272261055642,4.960657031743058,Good,2.8605102438673558,Bachelor,Average,4.985115580146202,No,94.27782578833231,5.048473597052354,2.6,1,0,1,5.0560596518417595,5.209775684243906
S8810,24.0,Female,3.515086474227286,2.968425332937648,0.5440503998487412,No,65.64733292642926,7.827266134111635,Poor,3.1795115774116836,High School,Good,2.06088102536462,No,63.34035069664561,1.747420122636983,5.4,-1,1,0,4.482908709537249,7.100223435861207
S8811,19.979455226619457,Female,4.48880074175126,2.878899405816808,1.3820402590589251,No,92.4498922947919,6.531322742842723,Fair,6.0,Master,Good,4.060463112702586,Yes,78.36412824362502,3.19608474820645,5.6,0,1,0,3.3830694771239163,7.521996304627862
S8812,22.017905698500496,Male,2.4435603274390933,0.9437273830867197,0.776542227853219,No,91.27375146198963,8.275750387962395,Fair,1.841710142903808,Bachelor,Average,9.08254840775157,No,77.85177492601704,1.6010071213636765,6.1,0,0,0,3.140202550822946,7.3654110619340365
S8813,22.95403615637868,Male,3.4264006013521136,3.891978099707861,2.275378608378221,No,88.90801591773335,6.529662304611877,Fair,1.9414351083291455,Master,Average,4.842730130597313,Yes,67.48549223252766,2.409941032464078,2.9,0,0,0,5.1925983860806095,5.683026570210197
S8814,24.0,Male,2.3522541914505917,2.7385924542386606,0.6675732122082291,No,98.78575508415446,8.19031175334302,Fair,2.835677407496662,,Good,1.8526142417523461,No,60.29706823352037,2.4545580542163914,3.8,0,1,0,3.9267734229432976,7.501590942541294
S8815,21.01747316679364,Male,2.066807777884979,3.594515544823386,0.8856817423300308,No,88.44684520813514,5.423833972655723,Fair,6.0,High School,Good,5.893460075205309,No,63.32016830124048,3.542783600090011,4.5,0,1,0,3.053641558850165,6.868408139414011
S8816,23.9331860867826,Female,4.055680812064894,5.407038280142524,0.8957409874778322,No,80.99756540861625,6.997804498757019,Poor,3.129287321265334,,Good,8.08640552450457,Yes,69.10286464659342,1.0,5.4,-1,1,0,4.1124659945727045,6.3861499161805435
S8817,18.89655472534443,Male,1.2122803918791003,1.9583353912548993,3.2682668285385508,No,75.31361792386163,7.361432968011453,Good,3.0232105946617525,Bachelor,Good,7.037295765926296,No,42.84124760000744,2.4745740232394793,7.3,1,1,0,2.313347839565088,8.566900459020928
S8818,23.948218285860573,Female,4.8589121572109155,2.51846941285743,3.138693020191661,No,94.2442237410531,4.760480161804237,Poor,0.1234549178137168,Bachelor,Good,5.03014521236323,No,77.88697023686998,6.152922329590368,1.6,-1,1,0,6.529439774515388,3.416697398962827
S8819,18.02703468461251,Female,2.6481736509700426,2.9243787072978535,1.2928972170498514,No,84.35571029699753,8.027704889282555,Fair,6.0,Bachelor,Average,2.982787178700865,No,66.4095488166707,1.0852480355790184,5.8,0,0,0,3.6487627527424142,7.385650263407285
S8820,20.069127157976155,Female,3.5050874292773466,1.3781395155107268,0.8610976791733358,No,73.36027408015592,5.236446832438566,Good,4.098332163011344,High School,Poor,8.811392022540716,No,78.79322949623119,1.9005882801731948,6.4,1,-1,0,3.563346285746399,7.518134119677892
S8821,19.098480717594228,Male,4.529401368475102,3.112853212951519,3.5993614813154275,No,83.02968268715101,7.664957127555744,Good,5.029568758374844,Master,Good,1.0,Yes,65.7631147547235,4.033275070950797,5.1,1,1,0,3.8894459534468573,7.345695014700948
S8822,18.94296801262804,Male,5.152396144730981,2.6657264653483614,4.369971185181478,No,89.62195240207231,6.857585369286427,Fair,1.0014221969215995,Bachelor,Poor,4.030064912045051,Yes,74.72942088033321,3.8085148484800664,3.4,0,-1,0,6.055787484040818,5.642545599245833
S8823,20.032757075259322,Female,3.2596749737414887,2.28485142466547,0.7523201228552643,No,77.22760055878456,8.739951961997377,Good,5.078349939376018,Bachelor,Poor,9.975729524146988,No,93.56145944160596,2.5674106592504327,8.6,1,-1,0,2.597258469057464,9.28583538938108
S8824,21.111077587785147,Male,5.310954925524052,3.7923344871788016,2.669038352730045,No,88.39754319151783,4.479485712909626,Good,1.9841691895830262,High School,Poor,3.025437914030738,No,73.28829030602945,4.755552441934617,2.8,1,-1,0,6.07899712008366,4.621910849848917
S8825,21.134515450004702,Male,3.519449883154103,3.2307596401701164,1.384304436036738,No,67.1779745894671,7.461517956465656,Fair,1.1475461751050902,Bachelor,Good,2.778296054047817,No,65.46184268421527,3.3389939322505486,4.3,0,1,0,4.237309445842879,6.710262040002647
S8826,20.99321039592612,Female,3.611986939531782,3.272259829729835,2.6271959261105815,Yes,100.0,7.4503106709552815,Fair,4.9680531702716415,,Good,4.998119939030929,No,68.74606450660208,10.0,4.0,0,1,1,7.919345252878809,3.5120206405203938
S8827,18.974503379755372,Male,5.774703898831228,3.7249070521031724,0.0,No,100.0,8.853087321299641,Fair,3.057437067044821,,Average,6.702844457555583,No,99.67247128911009,3.399152869717449,5.6,0,0,0,3.9231455573350638,7.997130707966312
S8828,17.022056687472134,Male,2.3904325217006708,0.8498221699256049,1.0313851454838088,No,68.4441978319293,6.129051091086188,Fair,0.9284350937044115,Master,Average,1.8143489341981367,Yes,48.233914077985894,2.391936263772755,3.0,0,0,0,5.1584335138057416,5.428583890639318
S8829,18.867318037566182,Female,4.907641641414589,2.748076455813804,1.6527511680569438,No,84.90701859809585,5.237695979772806,Good,3.840680326726357,High School,Average,6.861708090495078,No,83.93153755383015,3.7547255633542393,3.2,1,0,0,4.177511143017404,6.5860555433644
S8830,17.0,Male,3.2494411274649107,1.588396883391813,2.9358013907069647,Yes,70.79335672399498,5.569347625796259,Good,0.036250399136838925,Bachelor,Average,2.7376449466150508,Yes,51.70969971989387,4.767267999874117,1.8,1,0,1,5.889255325443304,4.1608211264744135
S8831,17.08592897487391,Male,3.460339363491909,0.188681801185593,0.6055512891706465,No,77.67040853201686,7.954674047989624,Fair,0.8173082819790676,High School,Average,3.8858761685965635,Yes,77.00227767266713,1.8614450161580915,4.4,0,0,0,4.564895069257742,6.453110236073133
S8832,23.074083892573732,Male,4.050137069696186,0.3123700548320492,0.605139215166845,No,78.1635014283705,7.6503256031660865,Good,1.2176483681747174,Master,Good,7.0394226954543155,No,89.60058759334159,1.7927341787142699,6.2,1,1,0,2.5549287210942966,8.462541610053915
S8833,17.0,Other,2.840996255337323,2.459769590641074,2.366951150055652,Yes,83.704770371445,6.251971643565726,Poor,4.964133596020745,,Good,9.16603160969653,No,65.81587874090658,4.464380181112599,4.6,-1,1,1,4.5983596780667355,6.347184212196004
S8834,23.02512576360403,Female,6.146078965893839,1.812999687655177,0.49702330455805854,No,82.19057206662589,6.171640332269162,Good,5.992124287599124,Bachelor,Good,2.923760410710927,Yes,98.92768948774346,4.796343015054926,6.7,1,1,0,2.724617782318157,7.851158785540438
S8835,21.904831247903658,Female,4.315922126233579,3.9510232028686607,1.0449415689064196,Yes,87.74469438153137,4.387623200184143,Good,1.9686024761264271,High School,Average,1.9065006978277326,Yes,59.708076198861875,5.425650381649989,2.7,1,0,1,6.1972746634893445,4.208801678709231
S8836,20.081186493941846,Female,3.738178579377642,1.5434193537051488,1.6578161781251777,No,73.488821298867,6.895680869309226,Fair,3.0142563015856636,Master,Poor,9.982875955689465,Yes,81.09713137414896,2.379692120987928,5.5,0,-1,0,3.9080424158589824,6.81844462469085
S8837,19.99101901909015,Male,6.249720953877366,3.1733245775753107,3.9276500993972263,Yes,72.99542252535224,6.856648323636271,Fair,2.0344509734376297,Master,Average,4.961834568747876,No,85.75754854023667,6.19731150789951,2.0,0,0,1,7.219641277515654,3.27943818403053
S8838,23.96815382955176,Female,6.109408158066513,1.9111145572856105,0.17511741814997936,No,97.3998923590893,5.92352095947241,Poor,5.914944564152824,Bachelor,Poor,5.855781930278741,No,98.31269586015013,3.0817217629723244,4.1,-1,-1,0,4.877307063945992,6.327651663011496
S8839,21.958255269654803,Male,6.640006018390181,2.8654713954345743,1.9603517124571284,No,83.88165801350769,6.550275817489633,Good,5.741342008270526,Bachelor,Average,5.07711158154297,No,99.45603947784896,5.1856512209816925,5.4,1,0,0,3.494160223141928,6.76895539667019
S8840,17.0,Female,0.54230496395617,3.0866317460928996,2.4241488077471702,No,96.099095833466,8.371194392712745,Good,0.8885230158350292,Master,Average,9.958099100115652,Yes,50.440763894321066,1.0047116691882543,6.6,1,0,0,3.085307813055393,7.5908426826137285
S8841,23.948312691479643,Other,4.973319976412807,0.41241126427692026,2.120421839786584,No,85.48619505554102,7.566537119840541,Poor,0.0,,Average,3.9061719242309745,No,82.08845319362204,2.790217750749683,3.1,-1,0,0,5.741158337849015,5.938899529549152
S8842,17.075952980769017,Female,2.0896577976626918,2.4969881713633177,2.2884263816512083,Yes,94.12032760706869,6.1409434724613625,Poor,5.028378476865382,Bachelor,Average,5.919017900502161,No,63.053862231023786,3.525839335387242,4.1,-1,0,1,5.218545099072731,6.321796128441261
S8843,23.95438231193156,Male,3.507872255939698,1.9880453211924864,1.1919938450870982,No,94.64589148678152,6.56320993612918,Poor,6.0,Bachelor,Average,10.0,Yes,93.33450121631596,3.2871801018113573,5.0,-1,0,0,3.797229786839834,7.443093586661107
S8844,23.183835982047572,Male,6.824457173737456,2.5441543096584014,0.7223596442158696,No,97.19806338641726,4.368409728275131,Good,1.0762800005734916,Bachelor,Poor,4.110305294652251,No,93.6235094946283,4.133960620469577,1.3,1,-1,0,5.9303256883712105,4.642399352408432
S8845,24.0,Female,2.3239842562820985,3.334632934163851,2.852087140985459,No,86.14934877679914,8.991188671978833,Good,0.0,Master,Good,2.9516641397502004,No,40.38385796628583,3.311364423922574,6.6,1,1,0,3.8271338952935583,8.335751290100543
S8846,23.89711144563505,Male,3.2792093999642424,2.88851636764373,0.010809536254384891,No,98.4054499693192,7.365956420868831,Fair,1.9095894548826076,Bachelor,Good,5.653130228941093,No,68.87335687268246,1.3366330969859241,4.5,0,1,0,3.47378517269863,7.035279263922135
S8847,23.008044219487054,Female,5.11991899025237,3.126366761206967,0.43592116998843394,Yes,82.4231584899452,4.7920973917740035,Good,0.9553440033695164,,Poor,2.75738428307237,No,76.55410699003535,5.275433498077673,1.5,1,-1,1,6.145878807121036,3.991731578094647
S8848,19.924910988730133,Male,3.934589939317848,2.1383924052405825,2.788096970610351,No,74.78246701024644,6.600267840566387,Fair,5.1543487650944355,Bachelor,Average,6.01231413261813,No,77.13405941202494,3.8306838496199025,5.1,0,0,0,3.9888051559920727,6.846666704308635
S8849,17.0,Male,0.05397912085278294,2.6261550408581544,1.5781133028028145,No,82.66296330529333,7.25487420914123,Good,5.275509452817045,High School,Average,2.9586111410930624,No,31.812898654084513,1.031814707781195,4.3,1,0,0,3.632502031796462,6.44686267258232
S8850,18.231090092307507,Female,5.427311726417946,1.7116587221164865,3.54339580684113,No,88.70352046565104,5.760685441783127,Fair,3.863441004347545,Bachelor,Average,1.0,Yes,71.80081514522371,3.6114613481595184,4.4,0,0,0,4.743234388501452,6.420831964174945
S8851,23.964504728225666,Male,1.7172002715447028,3.229762462097269,1.3267668132311035,No,94.23580342690364,5.701211416643793,Fair,6.0,Master,Good,5.981210862371577,Yes,60.35550663693148,3.17597643964032,6.1,0,1,0,2.904859161268649,7.88153899623259
S8852,17.041571876886856,Female,0.7047040351750095,3.170090439202321,2.4309017053928694,No,95.8020376988417,8.243506829761644,Good,1.0087997029471683,Master,Average,9.893973465025935,Yes,50.155142546061356,1.0,5.4,1,0,0,3.3399008201015765,7.324129138389986
S8853,24.0,Female,1.7334057476598064,2.4377308810851988,3.3390379716569822,Yes,92.53039283939324,8.72925409369964,Fair,3.0563252706099893,Bachelor,Good,9.908712581486078,No,54.80086850035631,2.6796874502967456,6.5,0,1,1,3.5468406720166388,8.723069764554156
S8854,20.88452239205212,Female,1.7320178582685102,1.5190775240686498,1.6467326036716545,No,61.15508547605819,6.620300121693215,Fair,4.865876896623353,Bachelor,Good,7.97532366351025,Yes,67.33652725879564,3.53583245151488,6.4,0,1,0,2.469989387068641,7.710625433948533
S8855,17.901317727954773,Male,4.449015615996082,2.8897209966172963,1.3084639134377196,No,80.03544198384392,7.3492705941995276,Fair,5.137227701744288,High School,Good,9.855329984110309,No,90.40011728614141,3.7458247818836403,6.3,0,1,0,2.74484917353748,8.346513750895914
S8856,17.0,Male,4.085876389451252,2.2896469525598144,2.599662669345896,Yes,76.24749362093945,5.114560074770759,Fair,2.7750671167673135,Bachelor,Average,8.802714069502713,No,78.02835502184465,4.464133649963418,4.6,0,0,1,4.461554201470831,5.870789538866513
S8857,20.897754569398213,Female,5.239998791168267,2.8464712891381043,3.216524723325239,No,88.88987224294377,5.490634945731109,Good,0.0,Bachelor,Good,6.807176667555985,Yes,95.11865712299783,9.177564877952761,3.4,1,1,0,6.8183272769250935,3.483416767199675
S8858,22.671092345823677,Female,5.678516295440836,0.9395500016292447,1.2069735615105779,No,88.87003249411065,5.863930228241461,Poor,4.972678647146551,Bachelor,Average,6.942330912624111,No,98.60047674865478,3.623418475878385,3.6,-1,0,0,5.165032917678238,5.929870678207073
S8859,17.062847518475394,Other,2.7492807175012577,2.2407794237177487,3.1993255817098594,Yes,96.96969792063871,5.344374839281176,Poor,4.939922094439382,Bachelor,Average,1.0,Yes,57.444416986588735,5.785253452759639,2.5,-1,0,1,7.136643833028234,3.717557870154143
S8860,20.23706418937197,Female,2.6670256174768565,1.6848063647871183,1.2928653177163603,Yes,87.02806474854182,5.245649122386175,Good,6.0,Bachelor,Poor,10.0,No,73.89485809058917,4.1583727106576776,4.4,1,-1,1,4.032169188347965,6.67712358030798
S8861,22.017059248727293,Female,3.065999271230818,3.6318095774103774,0.9594991893118926,No,67.17197785761955,5.899010553788598,Poor,4.9306593095060975,Bachelor,Average,10.0,No,81.3403474226975,1.0,5.3,-1,0,0,4.2017845331490875,6.24854606679208
S8862,21.836555527365885,Female,2.1086550172011806,2.164028300331053,1.953672430952955,No,73.48116467053762,5.696169489606932,Fair,0.0,High School,Good,6.102481413900379,Yes,43.880049095792046,2.0964614630767797,3.8,0,1,0,4.592462603604069,6.097982354602016
S8863,19.92582040745169,Male,4.0236200627077015,1.9677498894237435,0.9906910477175956,No,90.04933338318484,5.398442528228292,Good,4.981325316699828,Bachelor,Average,5.8739807167707765,No,81.31865149791523,3.544378237653901,4.9,1,0,0,3.4183952343732242,7.123561986719466
S8864,22.947043329065334,Male,5.955058353934735,2.909609523128208,2.1581300301396893,Yes,99.34775810481328,6.4646738552239835,Poor,0.0,,Average,6.879228795523336,No,100.0,5.111895270515929,1.9,-1,0,1,6.666424038996789,4.419939644403089
S8865,17.882565653989186,Female,2.7437110300028755,1.7132476382114803,1.2564009763200104,No,95.65221072736895,6.200892139447178,Poor,2.015047104948246,Bachelor,Good,1.7983735527977276,Yes,60.551325992622324,2.988091764913935,3.4,-1,1,0,4.801427634938971,6.362587143911014
S8866,18.099269356079027,Male,2.279851786866951,2.11158983177659,3.5591408057340064,No,87.9974023025393,5.72690049144712,Fair,5.090747473801459,Master,Poor,4.261741698426316,No,56.82331125789548,3.3033667401875957,2.8,0,-1,0,5.168550725717385,6.028889468121219
S8867,23.09350804035265,Male,6.274975934480937,1.9395398990309922,0.03945364020993103,No,92.54105402888838,6.20474011034646,Fair,5.923684968938661,,Good,3.1912653155318464,Yes,100.0,3.6223968181824517,4.0,0,1,0,3.4462643546611624,7.130829897481664
S8868,21.866655114352653,Female,3.93347876878404,1.8229477945399164,3.8234562606385314,No,98.90534208947616,6.985964361633558,Fair,1.1364826879758003,Master,Good,4.095721778109692,No,64.88381450275259,2.984549374079483,4.9,0,1,0,4.562659272134747,7.103734753340964
S8869,21.083677959975688,Male,1.8591609998772942,2.345938390353494,1.4355128063591516,No,83.94554121221898,5.08728177772698,Fair,4.00498040005996,High School,Poor,3.982764936002259,No,52.45884020222167,4.743493459686025,2.2,0,-1,0,5.820212851346439,4.8323787422668225
S8870,20.176201777624104,Male,3.8284674808081,2.127236542849076,2.7736792630660774,No,74.41823245706192,6.7124465567894696,Fair,5.127707220701623,Bachelor,Average,5.9447275649451585,No,76.95381942403561,3.8313404024784954,5.2,0,0,0,3.9940155740473555,6.865402715931704
S8871,22.219564682552036,Female,6.050328321911104,2.425876215445221,2.3220399432582073,No,100.0,5.813323685641911,Poor,4.965313841210041,High School,Average,1.0720296437019479,No,94.98829840928444,3.0365606616780494,4.5,-1,0,0,5.137935282033819,6.273298337863499
S8872,24.0,Male,4.247053894154166,0.015815924157414448,2.234378340976178,No,76.24868520140951,7.129675267622708,Fair,1.9122749644637438,Bachelor,Average,1.2274777001115411,No,82.41700167216855,2.6962847767041893,3.6,0,0,0,5.1021694956325,6.02053621369009
S8873,18.895905560631522,Male,4.199402356767707,4.166945314296265,1.663704815756048,No,69.92489582548286,3.3458885398915412,Good,2.0081250893437206,High School,Good,7.091522437098853,No,59.89556521975427,4.847082814344571,4.1,1,1,0,3.979299683517744,5.763262871661853
S8874,18.325929088357967,Male,2.436209206400776,2.8349737902178145,1.0345662670744793,Yes,72.73565456110002,5.92696803034455,Good,5.259649301196132,Bachelor,Poor,1.0,Yes,54.17058244040957,4.53091491597395,2.5,1,-1,1,5.600443632239271,4.858347498881942
S8875,19.959122820507112,Female,3.280623268450476,3.9830092606214924,1.938970343097911,No,67.76359430278418,6.906915399917062,Good,0.0,Bachelor,Good,1.8908877532137003,No,43.323389263480024,3.765193715147311,3.0,1,1,0,4.825492129223266,5.979775667213679
S8876,22.93162653879597,Male,4.313472989889906,4.310741476196778,0.0,Yes,99.83078039564931,6.086078070527603,Fair,3.0685934273551836,Master,Average,2.066628447818774,No,70.10613922659856,5.0733331624639195,3.0,0,0,1,5.627514426507693,5.046540517188585
S8877,24.0,Female,3.8350471403505173,3.3146362299912426,1.1972068018531663,Yes,90.09122128826367,8.618443562404781,Fair,0.017970877882542154,,Good,2.877034411958014,No,55.62452635247776,4.8715065356198926,2.9,0,1,1,5.786653006219644,5.6009712937041325
S8878,20.932827226155467,Female,2.00109801369281,1.2619053542153706,0.8961628096100299,No,85.20265583253962,5.225835786896293,Fair,2.040913832439853,Bachelor,Good,6.932949052551111,Yes,55.40971731740248,1.715588886778472,4.0,0,1,0,3.4481545321085574,6.7210441899381115
S8879,24.0,Male,2.0147672638496377,0.676635925863811,3.104870036899891,No,89.63414825009977,7.629990513524062,Poor,5.877891814352449,High School,Good,2.2150508208831843,Yes,51.29602319720617,1.615554785050438,5.5,-1,1,0,3.9727648829870525,7.4036005460646885
S8880,22.847656524844794,Female,3.8290969651466056,1.119713159222522,2.8559799837508097,No,86.374744647117,7.046670526616833,Fair,1.0462944855705043,Master,Average,9.955275866878319,No,77.01282266428916,3.9489197206564763,4.8,0,0,0,3.9730468196862487,7.050534855378919
S8881,21.972446761872284,Female,4.2567032110139085,4.030313355423828,1.0762049229810595,Yes,88.19844262832045,4.447287554263476,Good,2.029919475428167,High School,Average,1.7756732719583277,Yes,59.10883593861878,5.3546981084431255,1.8,1,0,1,6.2651807557670045,4.158891584730709
S8882,23.14836258591526,Female,2.2437796171691535,0.4055871223527814,2.0650832743702305,No,80.89418241896539,5.88305140428306,Fair,5.849757994799188,,Good,1.410858726858927,Yes,70.56395726752318,2.203463044260266,3.2,0,1,0,4.441543253333681,6.320884653032917
S8883,17.0,Female,3.2968018100385437,1.8449756166310012,0.0,No,70.74946929261003,4.676672652457045,Poor,2.013291540681185,High School,Average,7.154856748414653,Yes,64.68589076339217,2.6421896261793423,2.6,-1,0,0,5.061264469811966,5.118284529903131
S8884,18.016340858261678,Female,5.212697942741718,3.2285477905438555,1.9624103066329122,No,70.13528056198957,6.885086677226838,Fair,1.975394691521523,Bachelor,Poor,1.0,Yes,70.36273657859918,5.844009517144123,1.1,0,-1,0,7.250356382732818,3.432289526841834
S8885,20.054847207506217,Female,1.0392195348356916,4.296805846864564,4.126612838337895,No,90.53512882288712,6.1430732265284895,Good,5.964165602952737,High School,Average,3.998965770792275,No,27.7877567291467,2.594925614860947,5.3,1,0,0,3.836790246213941,7.085605414155494
S8886,20.135100176336508,Female,3.659258255060502,0.9261516301476521,0.24523455513731413,No,73.03549989631505,6.7903204658678495,Fair,0.9953787513786234,High School,Poor,2.697231950414806,No,71.5379667003338,2.844824315390487,3.0,0,-1,0,5.060814312793829,5.480665143557646
S8887,19.808978833086314,Male,5.397443227069909,2.767982119040291,3.8280507539186144,No,91.08936914770618,6.945315488878896,Good,2.1101499162127277,High School,Good,7.94405230837879,No,87.23023017521835,5.058111087629574,4.9,1,1,0,3.5014168356032362,6.914757009736009
S8888,20.06745698372483,Male,3.2768232897038394,2.885261897043975,1.4091602374110126,Yes,70.84322746374602,6.422875014656525,Poor,5.046396717828977,Bachelor,Average,6.894052454307995,No,69.24783810625867,4.325325963621185,3.6,-1,0,1,5.358420776713077,5.019346321450098
S8889,18.969055409277065,Male,6.36951878004986,1.4206098306867763,0.0,No,83.09626103645817,7.392337229395219,Good,4.894334308074263,Bachelor,Good,2.013916179299496,Yes,100.0,2.7934611157435847,4.2,1,1,0,3.508237402067276,7.438696727708074
S8890,18.019230842181184,Female,0.026059438045768504,4.647695113316516,2.05202326134839,Yes,70.13235143483737,8.773148920297503,Fair,3.050342665927847,Bachelor,Average,10.0,No,42.27895080042655,2.4882096579735395,7.7,0,0,1,3.9466250088580117,8.23747289360774
S8891,23.122323523088625,Female,5.443358855139409,2.4842132469693485,2.432136800072912,No,95.9377528108239,5.984939998899495,Fair,1.9955127587108692,High School,Good,2.0626611491754603,No,77.90166588912231,4.145511655294738,3.1,0,1,0,5.025413239505657,5.962853826778272
S8892,18.86218491907138,Male,0.8253446811878679,3.088196680333118,1.4414607853989385,No,84.66903531556889,8.259868251561574,Good,0.9375920637992934,Master,Average,6.289064806156063,No,45.99297532678886,2.6364008504602134,5.1,1,0,0,3.957581978850456,7.59206406622735
S8893,22.883135793316395,Female,3.2315503810424877,1.9081454383365437,2.2069063078936733,No,78.77481355748793,6.1443114142815025,Fair,3.8744553704088847,High School,Average,6.801219555548842,No,71.37307354408536,4.043959357739544,4.3,0,0,0,3.94292621864143,6.649554179988587
